id istituto,nome istituto,tipo istituto,posti regolamentari,posti non disponibili,totale detenuti,polizia penitenziaria - effettivi,polizia penitenziaria - previsti,amministrativi - effettivi,amministrativi - previsti,educatori - effettivi,educatori - previsti,numero complessivo,numero non disponibili,doccia,bidet,portatori di handicap,servizi igienici con porta,accensione luce autonoma,prese elettriche,dati aggiornati al,personale polizia penitenziaria aggiornato al,personale amministrativo aggiornato al,data di aggiornamento spazi detentivi
MII179945,Pozzuoli,Casa circondariale femminile,98,98,0,11,119,5,21,0,4,29.0,29.0,29.0,29.0,0.0,29.0,9.0,29.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII177346,Laureana di Borrello,Casa di reclusione - Luigi Daga,37,0,45,31,37,9,13,0,1,37.0,0.0,37.0,37.0,0.0,37.0,37.0,37.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII181440,Trani femminile,Casa di reclusione,32,0,33,0,0,0,0,0,0,19.0,0.0,0.0,19.0,0.0,19.0,19.0,0.0,2025-01-19,,,2025-01-19
MII159314,Augusta,Casa di reclusione,364,22,571,175,224,27,29,9,9,339.0,22.0,75.0,0.0,3.0,339.0,25.0,339.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII173006,Caltagirone,Casa circondariale,541,164,433,173,197,22,24,7,6,215.0,70.0,186.0,70.0,0.0,215.0,215.0,195.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII173259,Castelvetrano,Casa circondariale,44,0,69,56,50,10,12,1,2,40.0,0.0,25.0,0.0,0.0,40.0,2.0,2.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII173301,Catania Piazza Lanza,Casa circondariale,279,0,423,248,268,23,25,4,5,106.0,0.0,94.0,35.0,2.0,106.0,51.0,106.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII173813,Enna,Casa circondariale - Luigi Bodenza,167,11,210,97,97,16,18,3,3,79.0,2.0,39.0,0.0,2.0,79.0,78.0,78.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII173994,Favignana,Casa di reclusione - Giuseppe Barraco,89,0,84,59,79,11,14,3,3,33.0,0.0,33.0,0.0,2.0,33.0,33.0,33.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII176451,Gela,Casa circondariale,48,0,85,48,46,9,11,2,2,48.0,0.0,48.0,48.0,0.0,48.0,1.0,46.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII176714,Giarre,Casa circondariale,58,7,73,39,40,11,12,2,2,58.0,7.0,58.0,0.0,0.0,58.0,0.0,0.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII178681,Noto,Casa di reclusione - Attilio Bonincontro,176,0,149,73,89,22,19,5,5,98.0,0.0,98.0,0.0,0.0,98.0,98.0,98.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII180451,San Cataldo,Casa di reclusione,135,1,115,63,59,18,14,2,2,21.0,1.0,21.0,0.0,1.0,1.0,9.0,21.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII181401,Termini Imerese,Casa circondariale - Antonino Burrafato,95,3,103,97,80,9,13,2,2,51.0,1.0,42.0,1.0,1.0,42.0,35.0,51.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII181625,Trapani,Casa circondariale - Pietro Cerulli,555,58,511,242,266,25,27,7,7,233.0,32.0,159.0,71.0,10.0,205.0,165.0,187.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII172332,Biella,Casa circondariale,394,4,496,175,210,15,27,9,8,258.0,2.0,70.0,195.0,4.0,258.0,258.0,70.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII179876,Volterra,Casa di reclusione,189,1,179,67,82,17,19,5,5,176.0,1.0,0.0,1.0,0.0,157.0,0.0,0.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII172208,Civitavecchia Nuovo Complesso,Casa circondariale,357,46,538,246,261,21,35,9,8,334.0,46.0,41.0,154.0,0.0,334.0,333.0,334.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII181417,Tolmezzo,Casa circondariale,149,1,147,167,175,10,19,5,5,149.0,1.0,2.0,149.0,0.0,149.0,0.0,0.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII173063,Caltanissetta,Casa circondariale,183,0,242,139,120,19,20,4,4,111.0,0.0,108.0,103.0,2.0,111.0,110.0,108.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII158901,Belluno,Casa circondariale,89,7,114,80,85,8,14,2,2,50.0,6.0,20.0,20.0,0.0,50.0,40.0,40.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII173341,Cosenza,Casa circondariale - Sergio Cosmai,220,5,258,139,154,20,20,6,5,93.0,3.0,92.0,84.0,2.0,93.0,93.0,93.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII172344,Bollate,Casa di reclusione - IIª casa,1267,2,1394,420,502,41,55,21,22,707.0,2.0,185.0,707.0,8.0,707.0,707.0,705.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII181691,Vallo della Lucania,Casa circondariale - Alfredo Paragano,40,0,57,32,21,6,13,1,2,10.0,0.0,9.0,9.0,0.0,10.0,10.0,10.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII160204,Benevento,Casa circondariale - Michele Gaglione,259,6,389,230,217,29,23,6,6,230.0,4.0,230.0,0.0,0.0,230.0,1.0,230.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII181934,Viterbo,Casa circondariale  N.C.  - Nicandro Izzo,440,35,709,261,330,31,34,9,8,440.0,35.0,7.0,404.0,2.0,440.0,440.0,159.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII172827,Bergamo,Casa circondariale,319,1,585,200,221,13,23,4,6,192.0,1.0,113.0,53.0,2.0,192.0,192.0,192.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII176771,Isili,Casa di reclusione,130,23,76,65,72,14,20,4,4,30.0,4.0,30.0,11.0,0.0,30.0,26.0,30.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII159060,Arienzo,Casa di reclusione - Gennaro De Angelis,58,0,92,48,43,11,13,2,2,53.0,0.0,53.0,53.0,0.0,53.0,53.0,53.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII177134,L'Aquila,Casa circondariale,228,6,172,139,157,20,20,3,3,216.0,2.0,12.0,43.0,0.0,216.0,12.0,6.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII178700,Novara,Casa circondariale,156,0,168,152,166,11,17,3,3,102.0,0.0,10.0,0.0,0.0,100.0,102.0,102.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII178148,Messina,Casa circondariale,302,82,220,228,185,21,23,4,4,134.0,48.0,134.0,75.0,21.0,134.0,134.0,134.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII173285,Catania Bicocca,Casa circondariale,136,5,197,198,160,18,19,3,3,127.0,5.0,123.0,0.0,0.0,127.0,0.0,0.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII181079,Sant'Angelo dei Lombardi,"Casa di reclusione - Famiglietti, Forgetta, Bartolo",124,7,179,99,86,13,18,3,3,86.0,3.0,82.0,0.0,0.0,86.0,86.0,86.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII177384,Lauro,Istituto custodia attenuata per madri,50,0,4,0,0,5,0,1,0,20.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,2025-01-19,,2024-09-30,2025-01-19
MII179324,Palermo Ucciardone,Casa di reclusione - Calogero Di Bona,569,34,538,286,341,31,40,9,13,265.0,34.0,184.0,4.0,7.0,265.0,225.0,263.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII181091,Sassari,Casa circondariale - Giovanni Bacchiddu,454,1,544,283,342,25,33,8,9,292.0,1.0,292.0,9.0,22.0,292.0,292.0,201.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII179781,Perugia,Casa circondariale - Nuovo complesso penitenziario Capanne,363,55,462,197,234,23,27,5,6,310.0,55.0,307.0,40.0,3.0,310.0,310.0,310.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII181880,Vercelli,Casa circondariale,230,47,300,156,186,8,18,4,4,193.0,41.0,14.0,19.0,0.0,193.0,193.0,193.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII181924,Vigevano,Casa di reclusione,242,14,360,199,221,15,22,7,7,236.0,14.0,0.0,222.0,0.0,236.0,0.0,0.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII177996,Locri,Casa circondariale,86,0,128,69,73,12,15,3,3,40.0,0.0,40.0,0.0,0.0,40.0,40.0,40.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII180370,Roma Rebibbia Nuovo Complesso,Casa circondariale - Raffaele Cinotti,1170,113,1552,677,782,67,58,18,16,624.0,65.0,108.0,1.0,10.0,375.0,621.0,571.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII173265,Castrovillari,Casa circondariale - Rosa Sisca,122,0,178,106,113,12,15,2,2,120.0,0.0,2.0,20.0,0.0,120.0,120.0,1.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII178045,Lucera,Casa circondariale,135,0,159,76,91,16,17,3,3,81.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII177332,Latina,Casa circondariale,77,0,133,119,125,17,17,5,4,65.0,0.0,65.0,32.0,0.0,65.0,53.0,0.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII179856,Piazza Armerina,Casa circondariale,49,1,71,41,45,10,12,2,2,42.0,1.0,31.0,0.0,0.0,42.0,5.0,42.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII177107,Lanciano,Casa circondariale,223,0,262,117,151,16,18,5,4,192.0,0.0,10.0,32.0,0.0,192.0,29.0,18.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII179306,Palermo Pagliarelli,Casa circondariale - Antonio Lorusso,1165,9,1440,674,581,49,53,17,17,735.0,7.0,298.0,722.0,0.0,729.0,721.0,66.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII180426,Salerno,Casa circondariale - Antonio Caputo,376,2,565,227,209,30,31,10,9,130.0,2.0,70.0,87.0,5.0,130.0,104.0,82.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII181377,Taranto,Casa circondariale - Carmelo Magli,500,16,936,318,297,26,31,7,8,349.0,16.0,135.0,96.0,5.0,349.0,280.0,76.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII176414,Fossano,Casa di reclusione,136,0,107,62,72,8,16,2,3,48.0,0.0,38.0,3.0,1.0,48.0,13.0,10.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII179237,Opera,Casa di reclusione - Iª casa,918,18,1306,539,628,45,54,21,22,818.0,18.0,230.0,625.0,4.0,818.0,226.0,236.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII152284,Genova Marassi,Casa circondariale,535,0,673,336,336,29,36,11,10,213.0,0.0,128.0,175.0,3.0,213.0,100.0,0.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII182339,Reggio Emilia,Istituti di pena - casa circondariale e di reclusione,292,58,294,197,206,22,22,5,5,265.0,58.0,27.0,264.0,0.0,265.0,157.0,17.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII180001,Rimini,Casa circondariale,118,0,139,111,127,14,17,4,3,53.0,0.0,33.0,36.0,0.0,53.0,41.0,53.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII174686,Ferrara,Casa circondariale - Costantino Satta,244,0,388,172,194,17,19,5,5,234.0,0.0,37.0,197.0,0.0,234.0,234.0,234.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII179842,Piacenza,Casa circondariale - San Lazzaro,416,9,513,218,215,19,26,5,6,275.0,9.0,77.0,9.0,5.0,275.0,275.0,254.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII172508,Bologna,Casa circondariale - Rocco D'Amato,507,28,848,436,462,27,35,9,10,447.0,14.0,132.0,59.0,2.0,447.0,90.0,16.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII179981,Ravenna,Casa circondariale,49,0,88,69,74,17,14,5,3,49.0,0.0,0.0,0.0,0.0,49.0,49.0,49.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII179364,Parma,Casa di reclusione,655,40,739,368,423,1,0,0,0,515.0,40.0,443.0,145.0,16.0,515.0,515.0,515.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII176403,Forlì,Casa circondariale,144,13,155,103,120,14,18,4,4,123.0,9.0,0.0,44.0,0.0,123.0,113.0,123.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII178638,Modena,Casa circondariale,372,3,568,223,222,23,27,6,6,264.0,1.0,204.0,15.0,3.0,264.0,264.0,66.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII181125,Siracusa,Casa circondariale,545,0,671,240,234,21,29,6,6,245.0,0.0,219.0,19.0,2.0,245.0,245.0,245.0,2025-01-19,2024-09-30,2024-09-30,2025-01-19
MII179988,Reggio Calabria Arghillà,Casa circondariale,294,8,354,128,164,11,32,5,8,85.0,8.0,85.0,0.0,3.0,85.0,85.0,85.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII172610,Brescia Verziano,Casa di reclusione,71,1,114,77,95,1,0,0,0,71.0,1.0,71.0,0.0,0.0,71.0,10.0,71.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII172320,Busto Arsizio,Casa circondariale,240,12,413,180,190,14,21,4,5,177.0,12.0,154.0,170.0,0.0,177.0,177.0,176.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII173712,Como,Casa circondariale,226,1,419,186,216,15,23,4,6,200.0,1.0,55.0,177.0,0.0,200.0,4.0,4.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII173747,Cremona,Casa circondariale,394,10,556,168,202,18,23,6,6,252.0,10.0,68.0,216.0,4.0,252.0,77.0,77.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII177436,Lecco,Casa circondariale,53,0,80,40,38,5,14,2,2,40.0,0.0,40.0,0.0,0.0,40.0,40.0,40.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII178027,Lodi,Casa circondariale,45,1,80,46,44,11,13,3,2,30.0,1.0,27.0,0.0,0.0,29.0,30.0,7.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII178072,Mantova,Casa circondariale,97,3,147,68,72,11,18,3,3,56.0,3.0,5.0,4.0,0.0,56.0,4.0,56.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII178659,Monza,Casa circondariale,411,5,719,276,296,18,29,6,8,317.0,5.0,32.0,273.0,1.0,317.0,317.0,67.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII182910,Pavia,Casa circondariale,515,7,667,235,255,18,26,8,8,298.0,7.0,113.0,104.0,4.0,298.0,298.0,298.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181346,Sondrio,Casa circondariale,26,0,41,29,27,2,11,1,1,20.0,0.0,3.0,0.0,0.0,18.0,3.0,20.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181703,Varese,Casa circondariale,53,0,100,58,59,6,13,2,2,47.0,0.0,15.0,0.0,0.0,47.0,47.0,1.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII179733,Voghera,Casa circondariale - Nuovo Complesso,341,0,358,196,231,13,21,5,5,190.0,0.0,84.0,179.0,4.0,190.0,73.0,186.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII173311,Catanzaro,Casa circondariale - Ugo Caridi,682,48,628,376,415,31,38,9,10,392.0,22.0,208.0,23.0,22.0,391.0,208.0,392.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII173324,Crotone,Casa circondariale,99,6,121,67,75,11,18,3,3,33.0,2.0,33.0,0.0,2.0,33.0,33.0,33.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII179342,Palmi,Casa circondariale - Filippo Salsone,141,0,171,111,131,12,18,4,4,54.0,0.0,37.0,0.0,0.0,54.0,53.0,54.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII179353,Paola,Casa circondariale,181,27,185,104,112,15,19,4,4,161.0,12.0,156.0,3.0,0.0,161.0,159.0,161.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII180415,Rossano,Casa di reclusione - Nuovo Complesso,263,0,305,108,139,20,23,7,6,142.0,0.0,136.0,46.0,0.0,142.0,142.0,142.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181908,Vibo Valentia,Casa circondariale - Nuovo Complesso,406,34,372,190,224,24,26,6,6,154.0,23.0,121.0,8.0,0.0,154.0,154.0,154.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII159053,Ariano Irpino,Casa circondariale - Pasquale Campanello,263,13,337,138,165,12,21,3,5,133.0,8.0,121.0,64.0,4.0,133.0,81.0,125.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII172187,Aversa,Casa di reclusione - Filippo Saporito,254,20,271,120,105,26,25,4,7,90.0,6.0,82.0,65.0,3.0,90.0,41.0,28.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII173101,Carinola,Casa di reclusione - Gian Battista Novelli,562,28,499,163,179,26,29,6,7,280.0,26.0,140.0,139.0,6.0,164.0,279.0,137.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII173784,Eboli,Casa di reclusione,54,0,52,27,24,13,14,2,3,9.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII172580,Bolzano,Casa circondariale,88,0,119,62,77,5,20,1,4,31.0,0.0,1.0,0.0,0.0,19.0,5.0,30.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII176719,Gorizia,Casa circondariale - Angiolo Bigazzi,53,0,77,49,54,5,12,1,2,17.0,0.0,17.0,16.0,0.0,17.0,17.0,17.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII179290,Padova,Casa circondariale,188,1,235,128,142,14,19,3,3,68.0,1.0,68.0,68.0,3.0,68.0,68.0,68.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII180487,Santa Maria Capua Vetere,Casa circondariale - Francesco Uccella,818,100,965,455,460,46,43,13,13,404.0,40.0,339.0,295.0,8.0,404.0,404.0,244.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII179913,Pordenone,Casa circondariale,37,0,52,43,53,10,13,2,2,14.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII180424,Rovigo,Casa circondariale,209,2,248,132,175,14,19,4,4,111.0,1.0,109.0,109.0,6.0,111.0,111.0,109.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII159065,Ascoli Piceno,Casa circondariale,103,1,141,144,152,17,16,3,3,65.0,1.0,19.0,59.0,0.0,63.0,4.0,13.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII173237,Castelfranco Emilia,Casa di reclusione,191,42,92,68,62,14,16,3,3,57.0,12.0,45.0,34.0,2.0,57.0,57.0,45.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII174501,Fermo,Casa di reclusione,43,0,56,46,50,11,15,2,3,22.0,0.0,0.0,22.0,0.0,11.0,0.0,0.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181645,Treviso,Casa circondariale,132,0,239,138,149,13,17,2,3,62.0,0.0,9.0,5.0,0.0,61.0,8.0,6.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII176424,Fossombrone,Casa di reclusione,182,81,88,95,129,17,19,5,6,123.0,81.0,42.0,0.0,1.0,33.0,34.0,122.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181661,Trieste,Casa circondariale - Ernesto Mari,150,15,233,124,149,20,20,6,5,64.0,15.0,5.0,39.0,0.0,48.0,7.0,64.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181672,Udine,Casa circondariale - Antonio Santoro,95,3,176,88,112,13,17,4,4,62.0,1.0,60.0,60.0,1.0,62.0,62.0,60.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII179818,Pesaro,Casa circondariale,156,1,244,142,154,15,18,3,4,125.0,1.0,4.0,12.0,0.0,125.0,6.0,5.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181863,Venezia Santa Maria Maggiore,Casa circondariale,159,2,267,143,149,17,18,5,5,86.0,2.0,86.0,86.0,0.0,86.0,86.0,86.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181847,Venezia Giudecca,Casa di reclusione femminile,112,0,102,106,135,14,20,5,4,28.0,0.0,16.0,28.0,0.0,28.0,9.0,14.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181891,Verona,Casa circondariale - Montorio,335,17,596,312,317,19,27,4,5,308.0,15.0,104.0,281.0,2.0,308.0,1.0,1.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII182440,Avezzano,Casa circondariale,53,2,70,33,39,9,12,2,2,33.0,2.0,33.0,1.0,0.0,33.0,33.0,33.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII173088,Campobasso,Casa circondariale,107,11,166,91,105,8,14,2,3,74.0,8.0,45.0,61.0,1.0,74.0,74.0,74.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII157783,Alba,Casa di reclusione - Giuseppe Montalto,138,89,46,86,107,12,14,4,3,112.0,86.0,22.0,112.0,1.0,112.0,22.0,22.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII173114,Cassino,Casa circondariale,200,69,207,102,142,19,18,4,3,118.0,69.0,22.0,108.0,0.0,118.0,118.0,118.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII173364,Chieti,Casa circondariale,79,0,136,87,80,15,15,4,3,33.0,0.0,33.0,6.0,1.0,33.0,33.0,4.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII159069,Asti,Casa di reclusione,205,6,245,154,167,0,0,0,0,190.0,6.0,0.0,190.0,0.0,190.0,179.0,190.0,2025-01-20,2025-12-31,,2025-01-20
MII173688,Civitavecchia Giuseppe Passerini,Casa di reclusione,144,52,83,42,53,7,0,0,0,60.0,16.0,40.0,50.0,0.0,60.0,60.0,60.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII173356,Chiavari,Casa di reclusione,52,0,60,47,48,11,13,3,2,23.0,0.0,22.0,3.0,1.0,23.0,23.0,23.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII176437,Frosinone,Casa circondariale - Giuseppe Pagliei,517,55,574,238,280,24,30,6,8,334.0,52.0,84.0,330.0,4.0,334.0,334.0,70.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII173764,Cuneo,Casa circondariale,433,55,383,168,206,13,22,6,5,218.0,50.0,191.0,1.0,6.0,218.0,193.0,193.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181636,Trento,Casa circondariale - Spini di Gardolo,422,4,351,168,199,20,27,8,8,170.0,2.0,170.0,170.0,13.0,170.0,170.0,163.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII172814,Brissogne - Aosta,Casa circondariale,181,11,130,115,138,0,0,0,0,167.0,11.0,48.0,23.0,0.0,167.0,161.0,167.0,2025-01-20,2025-12-31,,2025-01-20
MII176759,Isernia,Casa circondariale,44,0,62,46,36,12,10,3,2,24.0,0.0,4.0,24.0,0.0,24.0,24.0,24.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII176703,Genova Pontedecimo,Casa circondariale,96,10,142,129,143,11,16,3,3,96.0,10.0,96.0,96.0,2.0,96.0,96.0,53.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII177323,Larino,Casa circondariale,119,1,147,110,127,14,16,3,3,106.0,1.0,53.0,0.0,0.0,106.0,9.0,4.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII176749,Imperia,Casa circondariale,53,0,77,52,58,0,0,0,0,41.0,0.0,41.0,3.0,1.0,41.0,41.0,41.0,2025-01-20,2025-12-31,,2025-01-20
MII176781,Ivrea,Casa circondariale,195,8,264,173,176,13,20,4,4,189.0,8.0,0.0,0.0,1.0,189.0,188.0,15.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII179331,Paliano,Casa di reclusione,153,1,64,63,66,13,14,2,2,57.0,1.0,46.0,11.0,0.0,57.0,55.0,56.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII176788,La Spezia,Casa circondariale,151,48,122,113,133,0,0,0,0,92.0,48.0,92.0,6.0,0.0,92.0,92.0,92.0,2025-01-20,2025-12-31,,2025-01-20
MII169535,Rieti,Casa circondariale - Nuovo Complesso,295,6,523,132,175,22,23,5,6,157.0,3.0,157.0,157.0,0.0,157.0,157.0,157.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII180401,Roma Regina Coeli,Casa circondariale,628,58,1042,351,480,33,48,7,11,323.0,32.0,150.0,1.0,0.0,323.0,320.0,323.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII180437,Saluzzo,Casa di reclusione - Rodolfo Morandi,424,0,355,183,206,0,0,0,0,275.0,0.0,66.0,204.0,4.0,275.0,270.0,98.0,2025-01-20,2025-12-31,,2025-01-20
MII180380,Roma Rebibbia,Casa di reclusione,445,149,284,133,189,21,29,6,8,381.0,110.0,61.0,58.0,0.0,60.0,381.0,381.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII180356,Roma Rebibbia IIIª casa,Casa circondariale,172,40,80,31,46,17,15,3,3,43.0,10.0,43.0,0.0,0.0,43.0,43.0,43.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII180348,Roma Rebibbia femminile,Casa circondariale - Germana Stefanini,272,7,389,183,214,21,26,6,7,171.0,7.0,94.0,87.0,8.0,132.0,171.0,169.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181870,Verbania,Casa circondariale,53,7,82,41,44,5,13,1,2,37.0,4.0,34.0,5.0,1.0,37.0,37.0,35.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII179299,Padova Nuovo Complesso,Casa di reclusione,438,63,557,314,336,27,30,11,11,386.0,57.0,48.0,0.0,2.0,386.0,0.0,0.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181371,Sulmona,Casa di reclusione,519,8,442,226,255,23,31,6,8,367.0,2.0,83.0,354.0,4.0,367.0,367.0,77.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181820,Vasto,Casa di lavoro,197,50,93,66,95,15,19,4,5,98.0,28.0,15.0,85.0,1.0,98.0,98.0,93.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181839,Velletri,Casa circondariale,412,75,485,204,275,26,32,8,8,276.0,43.0,76.0,265.0,5.0,276.0,206.0,69.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII181424,Torino,Casa circondariale - Lorusso Cutugno,1117,25,1440,682,762,48,55,17,18,936.0,25.0,14.0,90.0,7.0,936.0,936.0,902.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
MII158919,"Alessandria Cantiello, Gaeta",Casa circondariale,233,23,203,127,127,13,34,3,10,75.0,10.0,5.0,74.0,0.0,75.0,75.0,0.0,2025-01-20,2025-12-31,2025-12-31,2025-01-20
